60	сказал	сказать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#65.415#65.64
61	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#65.64#65.865
62	ничего	ничто	PRON	_	Case=Gen	_	_	_	@mm1999m-words#@mm1999m#65.865#66.09
63	не	не	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#66.09#66.315
64	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#66.315#66.54
65	обо	о	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#66.54#66.765
66	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#66.765#66.99
67	потому	потому	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#66.99#67.215
68	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#67.215#67.44
69	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#67.44#67.665
70	тоже	тоже	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#67.665#67.89
71	неловко	неловкий	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mm1999m-words#@mm1999m#67.89#68.115
72	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#68.115#68.34
73	общем-то	общей-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#68.34#68.565
74	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#68.565#68.8
75	но	но	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#69.14#69.376
76	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mm1999m-words#@mm1999m#69.376#69.612
77	хоть	хоть	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#69.612#69.848
78	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#69.848#70.084
79	щас...	щас...	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#70.084#70.32
80	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#70.32#70.556
81	хоть	хоть	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#70.556#70.792
82	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#70.792#71.028
83	о	о	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#71.028#71.264
84	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@mm1999m-words#@mm1999m#71.264#71.5
85	правду	правда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#71.5#71.736
86	а	а	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#71.736#71.972
87	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#71.972#72.208
88	просто	просто	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#72.208#72.444
89	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#72.444#72.68
90	который	который	PRON	_	Case=Nom	_	_	_	@mm1999m-words#@mm1999m#72.68#72.916
91	снимает	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#72.916#73.152
92	видосы	видос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#73.152#73.388
93	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#73.388#73.624
94	ютьюб	ютьюб	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#73.624#73.87
95	так	так	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#73.99#74.33
96	вот	вот	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#74.33#74.67
97	ээ	ээ	INTJ	_	_	_	_	_	@mm1999m-words#@mm1999m#74.67#75.01
98	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#75.01#75.255
99	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#75.255#75.5
100	буду	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#75.5#75.745
101	спрашивать	спрашивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#75.745#75.99
102	у	у	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#75.99#76.235
103	Криса	Крис	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#76.235#76.48
104	личные	личный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#76.48#76.725
105	вопросы	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#76.725#76.97
106	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#76.97#77.215
107	брать	брать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#77.215#77.46
108	у	у	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#77.46#77.705
109	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#77.705#77.95
110	интервью	интервью	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#77.95#78.195
111	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#78.195#78.44
112	у	у	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#78.44#78.685
113	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#78.685#78.93
114	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#78.93#79.175
115	идея...	идея...	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#79.175#79.42
116	а	а	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#79.42#79.665
117	зачем	зачем	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#79.665#79.91
118	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mm1999m-words#@mm1999m#79.91#80.155
119	сидим	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#80.155#80.4
120	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#80.4#80.645
121	наушниках	наушник	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#80.645#80.89
122	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#80.89#81.135
123	не	не	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#81.135#81.38
124	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#81.38#81.65
125	короче	коротко	ADV	_	Degree=Cmp	_	_	_	@mm1999m-words#@mm1999m#81.74#81.982
126	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#81.982#82.224
127	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#82.224#82.466
128	давно	давно	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#82.466#82.708
129	зародилась	зародиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mm1999m-words#@mm1999m#82.708#82.95
130	у	у	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#82.95#83.192
131	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#83.192#83.434
132	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#83.434#83.676
133	башке	башка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#83.676#83.918
134	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#83.918#84.16
135	щас	щас	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#84.16#84.402
136	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mm1999m-words#@mm1999m#84.402#84.644
137	наконец-то	наконец-то	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#84.644#84.886
138	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#84.886#85.128
139	снимаем	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#85.128#85.37
140	так	так	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#85.52#85.81
141	вот	вот	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#85.81#86.1
142	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#86.66#86.965
143	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#86.965#87.27
144	твиттере	твиттер	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#87.27#87.575
145	просил	просить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#87.575#87.88
146	задавать	задавать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#87.88#88.185
147	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@mm1999m-words#@mm1999m#88.185#88.49
148	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#88.49#88.795
149	аск	аск	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#88.795#89.1
150	Крис	Крис	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#89.1#89.405
151	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#89.405#89.71
152	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#89.71#90.015
153	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#90.015#90.32
154	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#90.32#90.625
155	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#90.625#90.93
156	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#90.93#91.235
157	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#91.235#91.54
158	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#91.54#91.845
159	много	много	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#91.845#92.15
160	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#92.15#92.455
161	а	а	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#92.455#92.76
162	ещё	еще	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#92.76#93.065
163	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#93.065#93.37
164	попадались	попадаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mm1999m-words#@mm1999m#93.37#93.675
165	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#93.675#93.98
166	много	много	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#93.98#94.285
167	странных	странный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#94.285#94.59
168	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#94.59#94.895
169	потому	потому	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#94.895#95.2
170	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#95.2#95.505
171	тэг	тэг	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#95.505#95.81
172	как-то…	как-то…	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#95.81#96.115
173	каким-то	какой-то	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#96.115#96.42
174	образом	образ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#96.42#96.725
175	выходил	выходить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#96.725#97.03
176	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#97.03#97.335
177	топ	топ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#97.335#97.67
178	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#97.82#98.141
179	выписал	выписать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#98.141#98.462
180	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#98.462#98.783
181	заметки	заметка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#98.783#99.104
182	себе	себя	PRON	_	Case=Dat	_	_	_	@mm1999m-words#@mm1999m#99.104#99.425
183	основные	основной	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#99.425#99.746
184	темы	тема	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#99.746#100.067
185	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#100.067#100.388
186	которые	который	PRON	_	Case=Acc	_	_	_	@mm1999m-words#@mm1999m#100.388#100.709
187	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mm1999m-words#@mm1999m#100.709#101.03
188	будем	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#101.03#101.351
189	разговаривать	разговаривать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#101.351#101.68
190	хватит	хватать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#101.7#101.95
191	ржать	ржать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#101.95#102.2
192	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#102.2#102.45
193	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#102.45#102.7
194	тупой	тупой	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#102.7#102.95
195	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#102.95#103.2
196	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#103.2#103.45
197	туплю	тупить	VERB	_	Aspect=Imp|Gender|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#103.45#103.7
198	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#103.7#103.95
199	камеру	камера	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#103.95#104.2
200	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#104.2#104.45
201	м..	м..	X	_	_	_	_	_	@mm1999m-words#@mm1999m#104.45#104.7
202	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#104.7#104.95
203	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#104.95#105.2
204	себе	себя	PRON	_	Case=Dat	_	_	_	@mm1999m-words#@mm1999m#105.2#105.45
205	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#105.45#105.7
206	позволить	позволить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#105.7#105.95
207	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#106.12#106.35
208	твиттере	твиттер	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#106.35#106.58
209	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#106.58#106.81
210	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#106.81#107.04
211	много	много	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#107.04#107.27
212	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#107.27#107.5
213	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#107.5#107.73
214	если	если	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#107.73#107.96
